0	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
Inf	0	3	3	4	3	3	3	2	2	3	3	3	4	3	3	3	2	1	3	2	3	3	2	3	3	3	3	2	3	2	4	3	3	3	3	3	3	Inf	2	3	2	3	4	2	3	Inf	3	1	3	2	1	3	2	3	3	3	1	3	3	2	3	2	3	3	2	3	4	3	3	Inf	Inf	Inf	Inf	Inf	Inf	2	3	3	3	3	2	3	3	3	3	3	3	3	2	3	1	3	2	3	3	2	2	2	2	Inf	Inf	Inf	3	4	3	3	3	3	Inf	Inf	3	3	3	3	2	3	3	2	3	3	2	2	3	Inf	2	2	1	3	3	3	3	3	3	3	3	3	3	3	3	3	4	Inf	Inf	3	3
Inf	3	0	2	2	1	3	3	2	2	3	3	2	3	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	1	3	2	2	2	3	2	2	Inf	2	2	2	2	2	2	2	Inf	2	3	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	3	2	2	3	2	2	Inf	Inf	Inf	Inf	Inf	Inf	2	2	3	2	2	2	3	2	2	2	2	2	2	2	2	3	2	2	2	2	1	1	2	2	Inf	Inf	Inf	2	3	3	2	2	2	Inf	Inf	2	2	2	2	2	2	2	2	3	2	2	2	2	Inf	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	Inf	Inf	2	2
Inf	3	2	0	3	3	2	2	2	3	1	2	3	3	3	2	3	2	3	3	2	2	3	2	3	3	3	3	2	3	2	3	3	3	2	3	3	3	Inf	2	3	2	3	2	3	2	Inf	2	3	2	3	3	2	3	1	3	3	3	3	3	2	3	2	3	3	3	3	3	3	3	Inf	Inf	Inf	Inf	Inf	Inf	3	3	3	2	3	3	2	2	2	3	2	3	2	2	3	3	2	3	3	3	2	2	2	2	Inf	Inf	Inf	3	4	3	2	3	3	Inf	Inf	3	3	3	3	1	3	3	2	2	2	3	2	3	Inf	2	2	2	2	3	2	3	3	3	3	3	3	2	3	3	2	4	Inf	Inf	3	3
Inf	4	2	3	0	1	3	3	3	3	3	3	3	4	3	3	3	2	3	3	2	3	3	2	3	3	3	3	3	3	2	4	3	3	2	3	3	3	Inf	3	3	3	3	4	3	2	Inf	3	4	3	3	3	3	3	3	3	3	3	3	3	3	3	2	3	4	3	3	4	3	3	Inf	Inf	Inf	Inf	Inf	Inf	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	2	2	2	2	Inf	Inf	Inf	2	4	4	1	3	3	Inf	Inf	3	3	3	3	2	3	3	3	3	3	3	2	3	Inf	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	4	Inf	Inf	3	3
Inf	3	1	3	1	0	3	2	2	2	3	3	2	3	2	2	2	1	2	2	1	2	2	2	2	2	2	2	2	2	1	3	2	2	2	3	2	2	Inf	2	2	2	2	3	2	2	Inf	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	3	2	2	3	2	2	Inf	Inf	Inf	Inf	Inf	Inf	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	3	2	2	2	2	1	1	2	2	Inf	Inf	Inf	2	3	3	2	2	2	Inf	Inf	2	2	2	2	2	2	2	2	3	3	2	1	2	Inf	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	3	Inf	Inf	2	2
Inf	3	3	2	3	3	0	1	2	3	3	3	1	1	3	2	3	2	3	3	2	2	3	2	3	3	3	3	2	3	2	3	3	3	2	3	3	3	Inf	2	3	2	3	3	2	3	Inf	3	3	3	3	3	2	3	2	3	3	3	3	3	2	3	2	3	3	3	3	2	3	2	Inf	Inf	Inf	Inf	Inf	Inf	3	3	3	2	3	3	2	2	2	3	2	3	2	2	3	3	2	3	3	3	2	2	2	2	Inf	Inf	Inf	3	4	3	2	3	3	Inf	Inf	3	3	3	3	1	3	3	2	3	3	3	2	3	Inf	2	2	2	2	3	2	3	3	3	3	3	3	2	3	3	3	3	Inf	Inf	3	3
Inf	3	3	2	3	2	1	0	2	2	3	3	2	2	2	2	3	2	2	3	2	2	3	2	2	3	2	3	2	3	2	3	3	3	1	3	2	3	Inf	2	2	2	3	3	2	2	Inf	3	3	3	2	2	2	2	2	3	2	3	3	3	1	2	1	2	3	3	3	3	2	3	Inf	Inf	Inf	Inf	Inf	Inf	2	3	3	2	3	3	2	2	2	3	2	3	2	2	3	3	2	3	3	3	2	2	2	2	Inf	Inf	Inf	2	3	3	2	2	3	Inf	Inf	2	3	3	2	1	2	2	2	3	3	3	2	3	Inf	2	2	2	2	3	2	3	2	3	3	3	2	2	3	2	3	3	Inf	Inf	3	2
Inf	2	2	2	3	2	2	2	0	2	2	2	2	3	2	2	2	1	2	2	2	2	2	2	2	2	2	2	1	2	1	3	2	2	2	2	2	2	Inf	1	2	1	2	3	2	2	Inf	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	Inf	Inf	Inf	Inf	Inf	Inf	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	1	2	2	1	1	1	1	Inf	Inf	Inf	2	3	2	2	2	2	Inf	Inf	2	2	2	2	1	2	2	2	2	3	2	2	2	Inf	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	3	3	Inf	Inf	2	2
Inf	2	2	3	3	2	3	2	2	0	3	3	2	3	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	1	3	2	2	2	3	2	2	Inf	2	2	2	2	3	2	2	Inf	2	3	2	2	2	2	2	2	2	2	1	2	2	1	2	1	2	3	1	2	3	2	2	Inf	Inf	Inf	Inf	Inf	Inf	2	2	3	2	2	3	3	3	2	2	2	2	3	2	2	3	2	2	3	3	2	2	2	2	Inf	Inf	Inf	2	2	2	2	2	2	Inf	Inf	2	2	2	1	2	2	2	2	3	3	2	2	2	Inf	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	3	Inf	Inf	2	2
